,id,regionname,prodline,lendinginstr,supplementprojectflg,projectstatusdisplay,project_name,totalamt,borrower,impagency,countryname_mdk,lendinginstrtype_mdk,boardapprovaldate,closingdate,url,idacommamt,ibrdcommamt,lendprojectcost,status,productlinetype,pidrecdbwind,lendinginstrcode,project_abstract
647,P009723,South Asia,PE,Specific Investment Loan,N,Closed,Urban Transport Project - Bombay,"25,000,000",,,82602,639291,1976-10-26T00:00:00Z,6/30/1984 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009723,0,"25,000,000","25,000,000",Closed,L,Y,SIL,"{'cdata!': ""The project is aimed at improving the bus services in Greater Bombay and in aiding the BMRDA's initial traffic management and development planning activities. Project components would include: improvement and augmentation of BEST's bus fleet, through the procurement of 700 buses and related chassis components; construction and equipping of three bus depots and a workshop, and extension and re-equipping of three existing depots and one workshop; execution of traffic engineering schemes at about 40 locations to improve the circulation of buses; provision of technical assistance and training to BEST in its review of operations and management of bus services; provision of technical assistance and training to BMC in the execution of traffic engineering measures; and provision of technical assistance and training to BMRDA in organizational development, regional development planning and investment programming, mass transport pricing and funding and regional traffic management.""}"
648,P009720,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Telecommunication Project (06),"80,000,000",,,82602,639291,1976-07-06T00:00:00Z,3/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009720,0,"80,000,000","80,000,000",Closed,L,Y,SIM,"{'cdata!': ""The project would provide improvement and an increase in capacity of India's domestic telecommunications system during 1976/77 through 1978/79 by installation of additional telephone lines and associated facilities, expansion of trunk line facilities, extension of service to rural areas, and an increase in telex services.""}"
649,P009703,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,National Seed Project,"25,000,000",,,82602,639291,1976-05-27T00:00:00Z,6/30/1984 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009703,0,"25,000,000","25,000,000",Closed,L,Y,SIM,"{'cdata!': ""The National Seed Project will be the first phase in the development of India's National Seed Program to increase the availability of high quality seed. Project components will include: reorganization of the National Seeds Corporation (NSC) to carry out its major responsibilities for overall coordination and development of India's seed industry and interstate seed marketing; provision of equipment for NSC's vegetable seed operation; expansion of seed storage capacity and establishment of a reserve stock; establishment and equipment of 4 State Seed Corporations (SSC); development of large scale farms for certified seed production; development of university facilities for foundation seed production, processing and storage; improvement of breeder seed production facilities at agricultural universities and ICAR institutes; development of seed technology research programs at agricultural universities; provision of equipment and other facilities for private seed processing corporations; expansion of quality control and certification facilities; and provision of training and technical assistance.""}"
650,P009705,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Development Bank of India Project (02),"40,000,000",,,82602,639291,1976-05-18T00:00:00Z,3/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009705,0,"40,000,000","40,000,000",Closed,L,Y,FIL,{'cdata!': 'The proposed loan would assist IDBI in using its refinance mechanism to finance imported goods and services required to develop small- and medium-scale industrial enterprises in India and to improve the performance and effectiveness of the SFCs serving these sectors.'}
651,P009701,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Irrigation Project - Andhra Pradesh,"145,000,000",,,82602,639291,1976-05-04T00:00:00Z,6/30/1985 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009701,0,"145,000,000","145,000,000",Closed,L,Y,SIM,"{'cdata!': ""The Andhra Pradesh Irrigation Project consists of: (i) completion of the Nagarjunasagar Left Main Canal (about 65 miles) and construction of irrigation and drainage facilities for the NSP Left Bank area; (ii) completion of the Nagarjunasagar Right Main Canal (about 29 miles) and construction of irrigation and drainage facilities for the NSP Right Bank area; (iii) rehabilitation, upgrading or construction of about 1,575 km of village roads in the NSP command area; (iv) command area development covering 72,000 hectares of land in the four major irrigation sytems mentioned above; (v) a program to monitor water use efficiencies in NSP and crop yields in the four project areas; (vii) extension service assistance; and (viii) assistance for a project preparation and evaluation group in GOI's Ministry of Agriculture and Irrigation.""}"
652,P009707,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Program Credit Project (11),"200,000,000",,,82602,639293,1976-02-24T00:00:00Z,6/30/1978 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009707,"200,000,000",0,"200,000,000",Closed,L,Y,SAL,
653,P009702,South Asia,PE,Specific Investment Loan,N,Closed,Integrated Cotton Development Project,"18,000,000",,,82602,639291,1976-01-27T00:00:00Z,3/31/1984 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009702,"18,000,000",0,"18,000,000",Closed,L,Y,SIL,
654,P009708,South Asia,PE,Specific Investment Loan,N,Closed,Power Transmission Project (04),"150,000,000",,,82602,639291,1976-01-13T00:00:00Z,6/30/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009708,"150,000,000",0,"150,000,000",Closed,L,Y,SIL,
655,P009704,South Asia,PE,Technical Assistance Loan,N,Closed,Forest Assistance Project - Madhya Pradesh,"4,000,000",,,82602,639291,1975-12-30T00:00:00Z,12/31/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009704,"4,000,000",0,"4,000,000",Closed,L,Y,TAL,
656,P009706,South Asia,PE,Specific Investment Loan,N,Closed,Fertilizer Industry Project,"105,000,000",,,82602,639291,1975-12-16T00:00:00Z,12/31/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009706,"105,000,000",0,"105,000,000",Closed,L,Y,SIL,
657,P009710,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (13),"110,000,000",,,82602,639291,1975-08-19T00:00:00Z,9/30/1978 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009710,"110,000,000",0,"110,000,000",Closed,L,Y,SIL,
658,P009711,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Water Supply and Sewerage Project - Uttar Pradesh,"40,000,000",,,82602,639291,1975-08-19T00:00:00Z,12/31/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009711,"40,000,000",0,"40,000,000",Closed,L,Y,SIM,
659,P009709,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Rural Electrification Project,"57,000,000",,,82602,639291,1975-07-08T00:00:00Z,12/31/1980 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009709,"57,000,000",0,"57,000,000",Closed,L,Y,SIM,
660,P009690,South Asia,PE,Specific Investment Loan,N,Closed,Chambal Command Area Development Project,"24,000,000",,,82602,639291,1975-06-17T00:00:00Z,6/30/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009690,"24,000,000",0,"24,000,000",Closed,L,Y,SIL,
661,P009696,South Asia,PE,Financial Intermediary Loan,N,Closed,West Bengal Agricultural Development Project,"34,000,000",,,82602,639291,1975-04-22T00:00:00Z,3/31/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009696,"34,000,000",0,"34,000,000",Closed,L,Y,FIL,
662,P009689,South Asia,PE,Financial Intermediary Loan,N,Closed,Agricultural Refinance Corporation Credit Project,"75,000,000",,,82602,639291,1975-04-15T00:00:00Z,12/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009689,"75,000,000",0,"75,000,000",Closed,L,Y,FIL,
663,P009697,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (01),"100,000,000",,,82602,639291,1975-04-01T00:00:00Z,6/30/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009697,0,"100,000,000","100,000,000",Closed,L,Y,FIL,
664,P009693,South Asia,PE,Specific Investment Loan,N,Closed,Godavari Barrage Project,"45,000,000",,,82602,639291,1975-02-11T00:00:00Z,6/30/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009693,"45,000,000",0,"45,000,000",Closed,L,Y,SIL,
665,P009700,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Program Wealth Project (10),"200,000,000",,,82602,639293,1975-02-11T00:00:00Z,6/30/1976 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009700,"200,000,000",0,"200,000,000",Closed,L,Y,SAL,
666,P009698,South Asia,PE,Specific Investment Loan,N,Closed,IFFCO Fertilizer Project,"109,000,000",,,82602,639291,1975-01-07T00:00:00Z,12/31/1980 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009698,0,"109,000,000","109,000,000",Closed,L,Y,SIL,
667,P009692,South Asia,PE,Specific Investment Loan,N,Closed,Drought Prone Areas Project,"35,000,000",,,82602,639291,1974-12-05T00:00:00Z,6/30/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009692,"35,000,000",0,"35,000,000",Closed,L,Y,SIL,
668,P009694,South Asia,PE,Specific Investment Loan,N,Closed,Dairy Development Project - Madhya Pradesh,"16,400,000",,,82602,639291,1974-12-05T00:00:00Z,3/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009694,"16,400,000",0,"16,400,000",Closed,L,Y,SIL,
669,P009695,South Asia,PE,Specific Investment Loan,N,Closed,Dairy Development Project - Rajasthan,"27,700,000",,,82602,639291,1974-12-05T00:00:00Z,12/31/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009695,"27,700,000",0,"27,700,000",Closed,L,Y,SIL,
670,P009699,South Asia,PE,Specific Investment Loan,N,Closed,Sindri Fertilizer Project,"91,000,000",,,82602,639291,1974-11-26T00:00:00Z,3/31/1980 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009699,"91,000,000",0,"91,000,000",Closed,L,Y,SIL,
671,P009691,South Asia,PE,Specific Investment Loan,N,Closed,Canal Command Area Development Project,"83,000,000",,,82602,639291,1974-07-16T00:00:00Z,6/30/1983 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009691,"83,000,000",0,"83,000,000",Closed,L,Y,SIL,
672,P009682,South Asia,PE,Specific Investment Loan,N,Closed,Chambal Command Area Development Project,"52,000,000",,,82602,639291,1974-06-18T00:00:00Z,6/30/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009682,0,"52,000,000","52,000,000",Closed,L,Y,SIL,
673,P009685,South Asia,PE,Specific Investment Loan,N,Closed,Fertilizer Expansion and Plant Operation Project,"50,000,000",,,82602,639291,1974-06-18T00:00:00Z,6/30/1980 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009685,"50,000,000",0,"50,000,000",Closed,L,Y,SIL,
674,P009683,South Asia,PE,Financial Intermediary Loan,N,Closed,Dairy Development Project - Karnataka,"30,000,000",,,82602,639291,1974-06-13T00:00:00Z,9/30/1984 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009683,"30,000,000",0,"30,000,000",Closed,L,Y,FIL,
675,P009686,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (09),"150,000,000",,,82602,639293,1974-05-28T00:00:00Z,11/30/1975 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009686,"150,000,000",0,"150,000,000",Closed,L,Y,SAL,
676,P009684,South Asia,PE,Specific Investment Loan,N,Closed,Himachal Pradesh Apple Processing Project,"13,000,000",,,82602,639291,1974-01-08T00:00:00Z,12/31/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009684,"13,000,000",0,"13,000,000",Closed,L,Y,SIL,
677,P009687,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (12),"80,000,000",,,82602,639291,1973-12-18T00:00:00Z,9/30/1975 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009687,"80,000,000",0,"80,000,000",Closed,L,Y,SIL,
678,P009681,South Asia,PE,Financial Intermediary Loan,N,Closed,Bihar Agricultural Credit Project,"32,000,000",,,82602,639291,1973-10-23T00:00:00Z,3/31/1980 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009681,"32,000,000",0,"32,000,000",Closed,L,Y,FIL,
679,P009688,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Calcutta Urban Development Project,"35,000,000",,,82602,639291,1973-08-14T00:00:00Z,12/31/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009688,"35,000,000",0,"35,000,000",Closed,L,Y,SIM,
680,P009673,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Telecommunications Project (05),"80,000,000",,,82602,639291,1973-06-19T00:00:00Z,12/31/1978 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009673,"80,000,000",0,"80,000,000",Closed,L,Y,SIM,
681,P009678,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (08),"100,000,000",,,82602,639293,1973-06-07T00:00:00Z,11/30/1974 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009678,"100,000,000",0,"100,000,000",Closed,L,Y,SAL,
682,P009675,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (10),"70,000,000",,,82602,639291,1973-06-07T00:00:00Z,12/31/1978 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009675,0,"70,000,000","70,000,000",Closed,L,Y,FIL,
683,P009670,South Asia,PE,Financial Intermediary Loan,N,Closed,Madhya Pradesh Agricultural Credit Project,"33,000,000",,,82602,639291,1973-05-24T00:00:00Z,12/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009670,"33,000,000",0,"33,000,000",Closed,L,Y,FIL,"{'cdata!': 'The project would support a three-year lending program of LDB and qualified commercial banks. The investments would comprise construction of about 25,000 new dugwells, improvement of 15,000 existing dugwells and the installation of about 29,000 electric and 12,000 diesel powered pumpsets and about 2,700 Persian wheels. Shortages and unreliability of electricity supplies in the State make it necessary to finance diesel as well as electric operated pumpsets. Because the terrain in the project area is not uniformly level, some related land development of about 30,000 ha to enable water from the wells to be constructed to be used will be necessary and is included in the proposed financing. About 70 pneumatic boring drills to be financed from sources other than the proceeds of the credit will be procured by the State of Madhya Pradesh to meet the incremental needs of the program.'}"
684,P009671,South Asia,PE,Financial Intermediary Loan,N,Closed,Uttar Pradesh Agricultural Credit Project,"38,000,000",,,82602,639291,1973-05-24T00:00:00Z,12/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009671,"38,000,000",0,"38,000,000",Closed,L,Y,FIL,"{'cdata!': 'The project would support a three-year lending program of the LDB and qualified commercial banks. Investments to be financed would be the construction of about 10,000 masonry or dugwells equipped with Persian Wheels (a traditional lift device), 20,000 shallow tubewells and 20,000 medium depth tubewells energized by electric or diesel pumpsets. Shortages and unreliability of electricity supplies make it necessary to finance diesel as well as electric operated pumpsets.'}"
685,P009680,South Asia,PE,Specific Investment Loan,N,Closed,Bombay Water Supply and Sewerage Project,"55,000,000",,,82602,639291,1973-05-15T00:00:00Z,6/30/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009680,"55,000,000",0,"55,000,000",Closed,L,Y,SIL,
686,P009679,South Asia,PE,Specific Investment Loan,N,Closed,Power Transmission Project (03),"85,000,000",,,82602,639291,1973-03-27T00:00:00Z,9/30/1978 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009679,"85,000,000",0,"85,000,000",Closed,L,Y,SIL,
687,P009672,South Asia,PE,Specific Investment Loan,N,Closed,Mysore Agricultural Wholesale Markets Project,"8,000,000",,,82602,639291,1973-03-27T00:00:00Z,6/30/1981 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009672,"8,000,000",0,"8,000,000",Closed,L,Y,SIL,
688,P009677,South Asia,PE,Specific Investment Loan,N,Closed,Nangal Fertilizer Expansion Project,"58,000,000",,,82602,639291,1973-01-30T00:00:00Z,3/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009677,"58,000,000",0,"58,000,000",Closed,L,Y,SIL,
689,P009674,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Development Bank of India Credit Project,"25,000,000",,,82602,639291,1973-01-09T00:00:00Z,9/30/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009674,"25,000,000",0,"25,000,000",Closed,L,Y,FIL,
690,P009676,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Education Project,"12,000,000",,,82602,639291,1972-10-24T00:00:00Z,12/31/1982 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009676,"12,000,000",0,"12,000,000",Closed,L,Y,SIM,
691,P009666,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (07),"75,000,000",,,82602,639293,1972-06-08T00:00:00Z,11/30/1973 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009666,"75,000,000",0,"75,000,000",Closed,L,Y,SAL,
692,P009659,South Asia,PE,Financial Intermediary Loan,N,Closed,Maharastra Agricultural Credit Project,"30,000,000",,,82602,639291,1972-02-28T00:00:00Z,6/30/1976 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009659,"30,000,000",0,"30,000,000",Closed,L,Y,FIL,
693,P009662,South Asia,PE,Specific Investment Loan,N,Closed,Bihar Agricultural Market Project,"14,000,000",,,82602,639291,1972-02-28T00:00:00Z,12/31/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009662,"14,000,000",0,"14,000,000",Closed,L,Y,SIL,
694,P009669,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (11),"75,000,000",,,82602,639291,1972-01-11T00:00:00Z,9/30/1974 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009669,"75,000,000",0,"75,000,000",Closed,L,Y,SIL,"{'cdata!': ""The ELeventh Railway Project consists of new and on-going works in IR's investment program for the three years beginning April 1, 1971, and is a continuation of the previous IDA financed railway project, which covered the first two years of the plan. It will enable IR to meet projected increases in freight and passenger traffic and to continue modernizing the system and also to reduce operating costs. Of the total investment during the period, 40 percent will cover diesel and electric locomotives and rolling stock, 42 percent in track renewal and line capacity works, 6 percent in line electrification and the balance in various other works. Almost half of the funds required would be provided from internally generated funds of the railways. The government would contribute US$473 million equivalent as capital-at-charge, including the proceeds of the proposed credit and other foreign borrowing. A small balance would be covered by temporary loans from the government.""}"
695,P009665,South Asia,PE,Specific Investment Loan,N,Closed,Gorakhpur Fertilizer Expansion Project,"10,000,000",,,82602,639291,1971-12-21T00:00:00Z,3/31/1976 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009665,"10,000,000",0,"10,000,000",Closed,L,Y,SIL,
696,P009658,South Asia,PE,Financial Intermediary Loan,N,Closed,Mysore Agricultural Credit Project,"40,000,000",,,82602,639291,1971-12-21T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009658,"40,000,000",0,"40,000,000",Closed,L,Y,FIL,
697,P009663,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (09),"60,000,000",,,82602,639291,1971-10-26T00:00:00Z,12/31/1976 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009663,0,"60,000,000","60,000,000",Closed,L,Y,FIL,
698,P009661,South Asia,PE,Specific Investment Loan,N,Closed,Wheat Storage Project,"5,000,000",,,82602,639291,1971-07-20T00:00:00Z,9/30/1979 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009661,"5,000,000",0,"5,000,000",Closed,L,Y,SIL,
699,P009660,South Asia,PE,Specific Investment Loan,N,Closed,Pochampad Irrigation Project,"39,000,000",,,82602,639291,1971-07-06T00:00:00Z,3/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009660,"39,000,000",0,"39,000,000",Closed,L,Y,SIL,
700,P009664,South Asia,PE,Specific Investment Loan,N,Closed,Cochin Fertilizer Project (02),"20,000,000",,,82602,639291,1971-07-01T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009664,"20,000,000",0,"20,000,000",Closed,L,Y,SIL,
701,P009655,South Asia,PE,Financial Intermediary Loan,N,Closed,Haryana Agricultural Credit Project,"25,000,000",,,82602,639291,1971-06-01T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009655,"25,000,000",0,"25,000,000",Closed,L,Y,FIL,
702,P009654,South Asia,PE,Financial Intermediary Loan,N,Closed,Tamil Nadu Agricultural Credit Project,"35,000,000",,,82602,639291,1971-06-01T00:00:00Z,12/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009654,"35,000,000",0,"35,000,000",Closed,L,Y,FIL,
703,P009656,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Telecommunications Project (04),"78,000,000",,,82602,639291,1971-04-27T00:00:00Z,9/30/1975 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009656,"78,000,000",0,"78,000,000",Closed,L,Y,SIM,"{'cdata!': ""The Fourth Telecommunications Project will help finance the completion of the P&T's expansion program of its telecommunications facilities under the Fourth Five-Year Plan (1969-74).""}"
704,P009657,South Asia,PE,Specific Investment Loan,N,Closed,Power Transmission Project (02),"75,000,000",,,82602,639291,1971-04-27T00:00:00Z,3/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009657,"75,000,000",0,"75,000,000",Closed,L,Y,SIL,"{'cdata!': 'The project would provide equipment and materials needed to construct about 4,500 circuit km of transmission lines operating at voltages above 66 kV, and about 110 substations with an aggregate capacity of about 3500 MVA. These are the lines and substations for which initial site preparation, line surveys, or preparation of bids are in progress in order to meet construction programs.'}"
705,P009653,South Asia,PE,Financial Intermediary Loan,N,Closed,Andhra Pradesh Agricultural Credit Project,"24,400,000",,,82602,639291,1970-12-15T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009653,"24,400,000",0,"24,400,000",Closed,L,Y,FIL,
706,P009652,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Agricultural Aviation Project,"6,000,000",,,82602,639291,1970-10-20T00:00:00Z,12/31/1974 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009652,"6,000,000",0,"6,000,000",Closed,L,Y,SIM,
707,P009647,South Asia,PE,Financial Intermediary Loan,N,Closed,Punjab Agricultural Credit Project,"27,500,000",,,82602,639291,1970-06-11T00:00:00Z,6/30/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009647,"27,500,000",0,"27,500,000",Closed,L,Y,FIL,
708,P009649,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (08),"40,000,000",,,82602,639291,1970-06-02T00:00:00Z,9/30/1974 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009649,0,"40,000,000","40,000,000",Closed,L,Y,FIL,
709,P009646,South Asia,PE,Financial Intermediary Loan,N,Closed,Gujarat Agricultural Credit Project,"35,000,000",,,82602,639291,1970-05-01T00:00:00Z,3/31/1975 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009646,"35,000,000",0,"35,000,000",Closed,L,Y,FIL,
710,P009650,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (06),"75,000,000",,,82602,639293,1970-04-24T00:00:00Z,12/31/1971 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009650,"75,000,000",0,"75,000,000",Closed,L,Y,SAL,
711,P009648,South Asia,PE,Specific Investment Loan,N,Closed,Kadana Irrigation Project,"35,000,000",,,82602,639291,1970-02-03T00:00:00Z,9/30/1976 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009648,"35,000,000",0,"35,000,000",Closed,L,Y,SIL,
712,P009651,South Asia,PE,Specific Investment Loan,N,Closed,Railway Project (10),"55,000,000",,,82602,639291,1969-09-23T00:00:00Z,9/30/1971 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009651,"55,000,000",0,"55,000,000",Closed,L,Y,SIL,"{'cdata!': ""The planned investments during the two-year project period, April 1, 1969 to March 31, 1971, will aggregate the equivalent of US$709 million; about 44% of the total will be for rolling stock and about 16% will represent line capacity work such as double tracing and gauge conversion. The foreign exchange component will be about US$95 million equivalent, and represents the cost of imported equipment and of imported components for equipment manufactured in the Railways' workshops. The local currency cost of the project will be financed by the Railways and from the central government budget. Apart from the proceeds of the proposed credit, foreign exchange requirements are to be obtained bilaterally, and from India's own resources. The import of components and materials for rolling stock comprise the largest single category under the proposed credit (69%); other important items will be for the import of electrical equipment and for signalling and telecommunications.""}"
713,P009644,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Telecommunications Project (03),"55,000,000",,,82602,639291,1969-06-17T00:00:00Z,6/30/1973 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009644,"27,500,000","27,500,000","55,000,000",Closed,L,Y,SIM,"{'cdata!': 'The project which the Third Telecommunications Project will help finance is a three year (1969/70-1971/72) portion of the telecommunications investment program. The total capital expenditure target for the three year period is US$361 million, of which about US$103 million (less than 30 percent) will be required in foreign exchange. About half of this will be used to import microwave equipment, coaxial cable equipment and telephone cable, and the balance to import materials and components for local manufacture of switching and transmission equipment, telephones, teleprinters and cable.'}"
714,P009643,South Asia,PE,Sector Investment and Maintenance Loan,N,Closed,Terai Seeds Project,"13,000,000",,,82602,639291,1969-06-10T00:00:00Z,12/31/1977 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009643,0,"13,000,000","13,000,000",Closed,L,Y,SIM,"{'cdata!': 'The Terai Seeds Project will finance on-farm improvements, installation of seed processing plants, and other developments necessary for production of certified seeds of high-yielding varieties of foodgrains.'}"
715,P009645,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (05),"125,000,000",,,82602,639293,1969-01-14T00:00:00Z,6/30/1970 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009645,"125,000,000",0,"125,000,000",Closed,L,Y,SAL,
716,P009642,South Asia,PE,Financial Intermediary Loan,N,Closed,Industrial Credit Project (07),"25,000,000",,,82602,639291,1967-09-19T00:00:00Z,12/31/1973 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009642,0,"25,000,000","25,000,000",Closed,L,Y,FIL,
717,P009641,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (04),"65,000,000",,,82602,639293,1966-12-23T00:00:00Z,12/31/1969 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009641,"65,000,000",0,"65,000,000",Closed,L,Y,SAL,
718,P009640,South Asia,PE,Structural Adjustment Loan,N,Closed,Industrial Imports Project (03),"150,000,000",,,82602,639293,1966-08-19T00:00:00Z,12/31/1968 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009640,"150,000,000",0,"150,000,000",Closed,L,Y,SAL,
719,P009639,South Asia,PE,Specific Investment Loan,N,Closed,Iron and Steel Project (04),"30,000,000",,,82602,639291,1966-07-07T00:00:00Z,6/30/1973 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009639,0,"30,000,000","30,000,000",Closed,L,Y,SIL,
720,P009638,South Asia,PE,Specific Investment Loan,N,Closed,Railways Project (09),"68,000,000",,,82602,639291,1966-06-29T00:00:00Z,6/30/1968 12:00:00 AM,https://projects.worldbank.org/en/projects-operations/project-detail/P009638,"68,000,000",0,"68,000,000",Closed,L,Y,SIL,"{'cdata!': ""The proposed credit would finance part of the foreign exchange expenditure of the Railways' investment program during the period from December 1, 1965 to December 31, 1966.""}"
